time,avg_queue_time_a,avg_queue_time_b,avg_queue_time_c,avg_wait_time,avg_wait_person,avg_wait_person_a,avg_wait_person_b,avg_wait_person_c,total_agts,time_in_park,time_in_queue,average_score,average_profits,average_profits_a,average_profits_b,average_profits_c
0.6170999999940394,0,0,0,0,0,0,0,0,2,0,0,100,0,0,0,0
1.242,0,0,0,0,0,0,0,0,6,0,0,100,0,0,0,0
1.8667000000178815,0,0,0,0,0,0,0,0,8,0,0,100,0,0,0,0
2.4917000000178824,0,0,0.5,0.16666666666666666,0.09090909090909091,0,0,0.09090909090909091,11,0,0,100,0,0,0,0
3.095800000011922,0,0,0.5,0.16666666666666666,0.07142857142857142,0,0,0.07142857142857142,14,0,0,102.84880952380954,0.14285714285714285,0.14285714285714285,0,0
3.7205000000000017,2.5,0,0.5,1,0.3333333333333333,0.2777777777777778,0,0.05555555555555555,18,0,0,108.84092592592593,0.3333333333333333,0.3333333333333333,0,0
4.345900000005962,2.5,0,0.5,1,0.2857142857142857,0.23809523809523808,0,0.047619047619047616,21,0,0,107.57793650793651,0.2857142857142857,0.2857142857142857,0,0
4.970800000011922,2.5,3,0,1.8333333333333333,0.5,0.22727272727272727,0.2727272727272727,0,22,0,0,110.80621212121213,0.45454545454545453,0.2727272727272727,0.18181818181818182,0
5.595400000005963,2.5,3,0.5,2,0.5454545454545454,0.22727272727272727,0.2727272727272727,0.045454545454545456,22,0,0,110.80621212121213,0.45454545454545453,0.18181818181818182,0.09090909090909091,0
6.220700000017883,2.5,1.5,0,1.3333333333333333,0.3076923076923077,0.19230769230769232,0.11538461538461539,0,26,0,0,113.73128205128207,0.7692307692307693,0.38461538461538464,0.15384615384615385,0.15384615384615385
6.845400000005964,2.5,3,0,1.8333333333333333,0.4074074074074074,0.18518518518518517,0.2222222222222222,0,28,4.9,0,112.70283950617285,0.6666666666666666,0.2222222222222222,0.14814814814814814,0.2222222222222222
7.470400000005964,2.5,3,0.5,2,0.4,0.16666666666666666,0.2,0.03333333333333333,31,4.9,0,113.71744444444445,0.7333333333333333,0.2,0.2,0.2
8.095200000017883,5,3,0.5,2.8333333333333335,0.4722222222222222,0.2777777777777778,0.16666666666666666,0.027777777777777776,37,4.9,0,111.42537037037037,0.6111111111111112,0.2777777777777778,0.16666666666666666,0.16666666666666666
8.720700000017882,5,3,0.5,2.8333333333333335,0.4358974358974359,0.2564102564102564,0.15384615384615385,0.02564102564102564,40,4.9,0,111.55299145299145,0.6153846153846154,0.2564102564102564,0.20512820512820512,0.15384615384615385
9.345099999994039,5,3,1,3,0.45,0.25,0.15,0.05,41,4.9,0,111.97624999999998,0.7,0.25,0.3,0.15
9.97,5,3,1,3,0.42857142857142855,0.23809523809523808,0.14285714285714285,0.047619047619047616,43,4.9,0,113.2790476190476,0.7619047619047619,0.3333333333333333,0.38095238095238093,0.047619047619047616
10.59520000001788,5,3,1,3,0.4090909090909091,0.22727272727272727,0.13636363636363635,0.045454545454545456,45,4.9,0,115.52765151515153,0.9545454545454546,0.2727272727272727,0.4090909090909091,0
11.220099999994035,5,3,1,3,0.391304347826087,0.21739130434782608,0.13043478260869565,0.043478260869565216,47,4.9,0,116.73659420289857,1.0434782608695652,0.30434782608695654,0.43478260869565216,0.08695652173913043
11.844999999999994,5,3,0.5,2.8333333333333335,0.3617021276595745,0.2127659574468085,0.1276595744680851,0.02127659574468085,51,7.433333333333334,0.825,116.29581560283688,1.1063829787234043,0.3404255319148936,0.5106382978723404,0.0851063829787234
12.469900000005955,5,3,1,3,0.34615384615384615,0.19230769230769232,0.11538461538461539,0.038461538461538464,56,7.433333333333334,0.825,115.28852564102566,1.0769230769230769,0.19230769230769232,0.5384615384615384,0.11538461538461539
13.094900000005953,5,3,0.5,2.8333333333333335,0.32075471698113206,0.18867924528301888,0.11320754716981132,0.018867924528301886,58,7.313333333333334,0.6599999999999999,117.63918238993713,1.3584905660377358,0.22641509433962265,0.37735849056603776,0.11320754716981132
13.71970000001787,5,3,0.5,2.8333333333333335,0.2982456140350877,0.17543859649122806,0.10526315789473684,0.017543859649122806,63,7.833333333333333,0.7277777777777777,117.29163742690059,1.2280701754385965,0.24561403508771928,0.42105263157894735,0.07017543859649122
14.344700000017868,5,3,0.5,2.8333333333333335,0.2833333333333333,0.16666666666666666,0.1,0.016666666666666666,67,8.18095238095238,0.8428571428571427,115.09411111111112,1.1,0.26666666666666666,0.43333333333333335,0.13333333333333333
